Year,Experience,Employment_Type,Job_Title,Job_Cluster,Salary_USD,Work_Mode,Remote_Ratio,Employee_Country,Company_Country,Company_Size,Cross_Border,Salary_Tier
2022,Senior,Full-time,Analytics Engineer,Engineer,205300,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Analytics Engineer,Engineer,184700,On-site,0,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,175100,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,140250,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,116150,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,54000,On-site,0,US,US,Medium,False,Low
2022,Senior,Full-time,Data Analyst,Analyst,170000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Analyst,Analyst,65438,On-site,0,GB,GB,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,80000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,210000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,100000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,69000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Scientist,Scientist,210000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,210000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,150075,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,100000,Remote,100,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Engineer,Engineer,25000,Remote,100,US,US,Medium,False,Low
2022,Senior,Full-time,Data Analyst,Analyst,126500,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,106260,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Engineer,Engineer,220110,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,160080,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,105000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,110925,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,Data Analyst,Analyst,45807,On-site,0,GB,GB,Medium,False,Low
2022,Senior,Full-time,Data Scientist,Scientist,140000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,99000,On-site,0,US,US,Medium,False,Mid-Low
2022,Senior,Full-time,Data Analyst,Analyst,60000,Remote,100,US,US,Medium,False,Low
2022,Senior,Full-time,Data Architect,Other,192564,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Architect,Other,144854,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,230000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Scientist,Scientist,150000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analytics Manager,Management,150260,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analytics Manager,Management,109280,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Scientist,Scientist,210000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Analyst,Analyst,170000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,160000,Remote,100,US,US,Medium,False,Top
2022,Mid,Full-time,Data Scientist,Scientist,130000,Remote,100,US,US,Medium,False,Mid-High
2022,Entry,Full-time,Data Analyst,Analyst,67000,On-site,0,CA,CA,Medium,False,Mid-Low
2022,Entry,Full-time,Data Analyst,Analyst,52000,On-site,0,CA,CA,Medium,False,Low
2022,Senior,Full-time,Data Engineer,Engineer,154000,Remote,100,US,US,Medium,False,Top
2022,Senior,Full-time,Data Engineer,Engineer,126000,Remote,100,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,129000,On-site,0,US,US,Medium,False,Mid-High
2022,Senior,Full-time,Data Analyst,Analyst,150000,Remote,100,US,US,Medium,False,Mid-High
2022,Mid,Full-time,AI Scientist,ML/AI,200000,Remote,100,IN,US,Large,True,Top
